nofinesset;nofinessej;rs;rslongue;complrs;numvoie;compvoie;typvoie;voie;lieuditbp;departement;libdepartement;cp;commune;telephone;telecopie;dateouv;dateautor;datemaj;wgs84;lat;lng
750025686;750025660;PHARMACIE DU MARCHE CONVENTION;;;211;;RUE;DE LA CONVENTION;;75;PARIS;75015;PARIS;148286792;145325966;2008-05-15;1942-12-10;2009-07-10;48.8364494, 2.2994673;48.8364494;2.2994673
750027005;750026981;PHARMACIE LIVET;;;82;;AVENUE;DE SUFFREN;;75;PARIS;75015;PARIS;145671666;145671666;1996-03-29;1943-05-15;2009-07-13;48.8513649, 2.300327;48.8513649;2.300327
750027187;750027161;SNC PHARMACIE CASEJUANE VITTE;;PHARMACIE CASEJUANE VITTE;256;;RUE;DE VAUGIRARD;;75;PARIS;75015;PARIS;145329090;145329090;2011-05-01;1946-06-21;2011-07-22;48.8397651, 2.3015462;48.8397651;2.3015462
750026734;750026726;PHARMACIE HOMEOPATHIQUE GENERALE;;;37;;AVENUE;DE LOWENDAL;;75;PARIS;75015;PARIS;145671808;143068377;1964-07-21;1942-10-29;2009-02-11;48.8485234, 2.3028352;48.8485234;2.3028352
750027385;750027377;PHARMACIE BRANCION VOUILLE;;;22;;RUE;DE VOUILLE;;75;PARIS;75015;PARIS;145339963;140450681;2004-01-05;1942-12-30;2010-08-25;48.8346769, 2.304716;48.8346769;2.304716
750027153;750027146;PHARMACIE VAUGIRARD;;PHARM VAUGIRARD;245;;RUE;DE VAUGIRARD;;75;PARIS;75015;PARIS;147837888;140610735;2001-06-20;1942-12-30;2009-07-07;48.8406234, 2.3051789;48.8406234;2.3051789
750026270;750026262;SANTE PLUS PHARMACIE PARIS SUD;;;73;;RUE;LABROUSTE;;75;PARIS;75015;PARIS;142500251;142500325;2004-02-11;1942-12-03;2009-07-10;48.8318056, 2.3062664;48.8318056;2.3062664
750026387;750026361;SELAS PHARMACIE ACTIPHARMA;;PHARMACIE LECRUBIER;60;;RUE;LECOURBE;;75;PARIS;75015;PARIS;147342357;147342357;2012-07-01;1942-10-29;2012-09-03;48.843882, 2.3066432;48.843882;2.3066432
750025835;750025827;PHARMACIE DE L INSTITUT;;;60;;RUE;DUTOT;;75;PARIS;75015;PARIS;147349977;147349977;2005-02-01;1948-06-22;2009-07-10;48.8385974, 2.3086096;48.8385974;2.3086096
750026817;750026791;PHARMACIE BARBELET;;;40;;BOULEVARD;PASTEUR;;75;PARIS;75015;PARIS;143209789;143224901;2011-11-01;1943-09-03;2013-04-04;48.8418293, 2.3130284;48.8418293;2.3130284
750026932;750026924;PHARMACIE DE LA GARE MONTPARNASSE;;;10;;PL;RAOUL DAUTRY;;75;PARIS;75015;PARIS;143214242;140470765;2006-04-24;1970-10-09;2009-04-09;48.8417149, 2.3206214;48.8417149;2.3206214
750027567;750027542;PHARMACIE DE LA CROIX BLEUE;;;43;;RUE;D AUTEUIL;;75;PARIS;75016;PARIS;142880796;142307918;2008-05-19;1942-11-17;2009-04-09;48.8503731, 2.25902687148;48.8503731;2.25902687148261
750027583;750027575;PHARMACIE DE LA PORTE D AUTEUIL;;;52;;RUE;D AUTEUIL;;75;PARIS;75016;PARIS;142882738;142887360;2009-10-01;1942-11-17;2009-09-23;48.8503731, 2.25902687148;48.8503731;2.25902687148261
750027922;750027914;PHARM ALTOUNIAN DAMBREVILLE;;;101;;AVENUE;MOZART;;75;PARIS;75016;PARIS;142885333;142887334;1992-10-29;1942-11-17;2009-03-23;48.8515906, 2.2678256;48.8515906;2.2678256
750028334;750028326;SELAS PHARMACIE DE VERSAILLES;;;116;;AVENUE;DE VERSAILLES;;75;PARIS;75016;PARIS;142881997;142881997;2011-12-28;1942-11-17;2012-04-04;48.8427778, 2.2686973;48.8427778;2.2686973
750027872;750027864;SELAS PHARMACIE MOZART;;;14;;AVENUE;MOZART;;75;PARIS;75016;PARIS;145273817;142151519;2012-01-01;1943-06-01;2012-04-04;48.8572717, 2.2727894;48.8572717;2.2727894
750028482;750028474;PHARMACIE DUFRENOY;;;16;B;RUE;DUFRENOY;;75;PARIS;75016;PARIS;145046987;145046987;2002-11-21;1942-11-17;2009-04-29;48.8662711, 2.2737162;48.8662711;2.2737162
750028532;750028524;SARL PHARMACIE ZANA;;PHARMACIE DE LA FAISANDERIE;63;;RUE;DE LA FAISANDERIE;;75;PARIS;75016;PARIS;147273676;147551315;2011-03-01;1942-11-17;2011-07-22;48.86820406, 2.27550656;48.868204060000004;2.2755065600000006
750029316;750029290;PHARMACIE 111;;;111;;AVENUE;VICTOR HUGO;;75;PARIS;75016;PARIS;145538220;144051046;2007-07-09;1942-11-24;2009-07-13;48.86864979, 2.28288466;48.868649790000006;2.28288466
750029167;750029142;PHARM SPINHIRNY HELENE;;;28;;AVENUE;RAYMOND POINCARE;;75;PARIS;75016;PARIS;147273598;147270218;1991-12-30;1942-11-17;2009-07-13;48.86545426, 2.28640562;48.86545426;2.28640562
750028706;750028680;PHARMACIE KLEBER;;;91;;AVENUE;KLEBER;;75;PARIS;75016;PARIS;147279509;145532191;2007-10-01;1943-05-28;2010-08-25;48.86362687, 2.28783578;48.86362687;2.28783578
750028672;750028664;PHARMACIE A DUBLY;;;72;;AVENUE;KLEBER;;75;PARIS;75016;PARIS;147279751;147550933;2009-05-04;1942-11-17;2009-04-27;48.86742219, 2.29024574;48.86742218999999;2.29024574
750028656;750028631;PHARMACIE BOISSIERE;;;43;;AVENUE;KLEBER;;75;PARIS;75016;PARIS;147278368;147278368;2008-01-07;1943-05-28;2009-02-27;48.86861563, 2.29142095;48.86861563000001;2.2914209500000005
750041964;750041956;PHARM DE L ETOILE;;;9;;AVENUE;DE LA GRANDE ARMEE;;75;PARIS;75016;PARIS;145001090;145000792;2001-01-12;1943-06-30;2009-07-13;48.874483, 2.29194632;48.874483;2.29194632
750028573;750028565;PHARM SAINT PIERRE;;;18;;RUE;GEORGES BIZET;ANGLE R DE CHAILLOT;75;PARIS;75016;PARIS;147200381;147237564;2005-08-01;1942-11-17;2009-04-29;48.86751004, 2.29743205;48.86751003999999;2.29743205
750031270;750031262;PHARMACIE DE PARIS;;;5;;PL;DE LA PTE CHAMPERRET;;75;PARIS;75017;PARIS;145724325;140680743;2006-07-01;1943-07-05;2006-07-27;48.8857618, 2.29063869;48.8857618;2.29063869
750031536;750031510;PHARMACIE CHAMPERRET;;;12;;AVENUE;STEPHANE MALLARME;ANGLE 1 R CATULLE MENDES;75;PARIS;75017;PARIS;143805800;143801990;1986-08-28;1942-11-24;2009-02-23;48.8860898, 2.2924402;48.8860898;2.2924402
750031783;750031775;PHARMACIE HELIOPOLIS;;;131;;AVENUE;DE VILLIERS;;75;PARIS;75017;PARIS;143808746;;1987-05-22;1942-11-24;2009-06-17;48.8852336, 2.2938639;48.8852336;2.2938639
750031205;750031197;PHARM LECLERC;;;29;;RUE;PIERRE DEMOURS;;75;PARIS;75017;PARIS;147637149;147637149;1995-06-07;1942-11-24;2009-07-13;48.8813957, 2.294727;48.8813957;2.294727
750030322;750030314;SELARL PHARMACIE FOURCROY;;;27;;RUE;FOURCROY;;75;PARIS;75017;PARIS;142274694;144400444;2011-04-14;1942-11-24;2011-07-22;48.881251, 2.2982861;48.881251;2.2982861
750031106;750031080;SELARL PHARMACIE PEREIRE WAGRAM;;PHARMACIE PEREIRE WAGRAM;42;;BOULEVARD;PEREIRE;;75;PARIS;75017;PARIS;147636860;147636860;2012-12-15;1942-11-24;2013-01-17;48.8868111, 2.3008534;48.8868111;2.3008534
750031866;750031841;PHARMACIE ELKESLASSI BERMOT;;;157;;AVENUE;DE WAGRAM;;75;PARIS;75017;PARIS;147638450;147630347;2003-08-01;1942-11-24;2010-08-25;48.8861455, 2.3038104;48.8861455;2.3038104
750029985;750029977;PHARMACIE DE COURCELLES;;;106;;BOULEVARD;DE COURCELLES;;75;PARIS;75017;PARIS;147634548;142677024;2003-10-01;1942-11-24;2009-07-13;48.8795681, 2.3055618;48.8795681;2.3055618
750030835;750030827;PHARM DE LA TERRASSE;;;35;;RUE;DE LEVIS;;75;PARIS;75017;PARIS;147632412;144404209;2001-03-28;1943-05-28;2009-07-13;48.8827505, 2.3148008;48.8827505;2.3148008
750029951;750029944;PHARM FROMENTIN;;;182;;AVENUE;DE CLICHY;;75;PARIS;75017;PARIS;146278836;146270089;1994-05-16;1943-05-28;2009-07-13;48.8929148, 2.3163857;48.8929148;2.3163857
750030223;750030215;PHARMACIE DU MARCHE;;;123;;RUE;DES DAMES;;75;PARIS;75017;PARIS;143872295;143876764;1996-04-25;1943-06-30;2009-07-13;48.8825122, 2.3165809;48.8825122;2.3165809
750030967;750030942;SELAS PHIE NOUVELLE DES BATIGNOLLES;SELAS PHARMACIE NOUVELLE DES BATIGNOLLES;PHIE NOUVELLE DES BATIGNOLLES;23;;RUE;DES MOINES;;75;PARIS;75017;PARIS;146270402;140250382;2012-12-31;1942-11-24;2013-01-18;48.8888548, 2.3193113;48.8888548;2.3193113
750031320;750031312;PHARMACIE DE LA JONQUIERE;;;51;;RUE;POUCHET;74 RUE DE LA JONQUIERE;75;PARIS;75017;PARIS;140250597;140250584;2009-04-01;1943-05-28;2009-03-20;48.8943992, 2.3206611;48.8943992;2.3206611
750029902;750029894;PHARMACIE MINEL;;;123;;AVENUE;DE CLICHY;;75;PARIS;75017;PARIS;146276750;146276750;1977-05-06;1943-04-28;2009-07-13;48.8893683, 2.3223298;48.8893683;2.3223298
750030603;750030595;PHARMACIE 42;;;42;;RUE;DE LA JONQUIERE;;75;PARIS;75017;PARIS;146270603;144850179;1999-05-14;1942-11-24;2009-02-13;48.8935687, 2.3232735;48.8935687;2.3232735
750033953;750033946;PHARM OURABAH;;;10;B;AVENUE;DE SAINT OUEN;;75;PARIS;75018;PARIS;143876936;142935271;1986-03-06;1942-12-30;2009-07-15;48.8878239, 2.3258581;48.8878239;2.3258581
750032617;750032591;SELARL PHARMACIE RUBINSTEIN;;;132;;RUE;DAMREMONT;ANGLE 130 RUE CHAMPIONNET;75;PARIS;75018;PARIS;146066542;142645119;2012-10-01;1942-12-31;2012-11-19;48.8871389, 2.3325701;48.8871389;2.3325701
750032807;750032781;PHARM CARETTE;;;79;;RUE;LAMARCK;;75;PARIS;75018;PARIS;146063333;;1990-08-06;1943-06-30;2009-02-11;48.8906973, 2.3333276;48.8906973;2.3333276
750032534;750032526;PHARMACIE RADJA;;;63;;RUE;DAMREMONT;;75;PARIS;75018;PARIS;146062014;142529180;2008-09-15;1942-12-30;2010-08-25;48.8913606, 2.3346869;48.8913606;2.3346869
750033854;750033847;PHARM DU BATEAU LAVOIR;;;18;;RUE;RAVIGNAN;;75;PARIS;75018;PARIS;146063891;146063891;2000-06-26;1942-12-31;2009-07-15;48.8849464, 2.3374867;48.8849464;2.3374867
750032435;750032427;PHARMACIE DU TERTRE;;;1;;RUE;CORTOT;;75;PARIS;75018;PARIS;146067414;146066307;1990-10-12;1942-12-30;2010-08-25;48.8876851, 2.3403767;48.8876851;2.3403767
750034217;750034191;PHARMACIE DES TROIS FRERES;;;20;;RUE;DES TROIS FRERES;;75;PARIS;75018;PARIS;146069304;146069304;2006-03-13;1943-06-10;2006-10-30;48.8846636, 2.34115;48.8846636;2.34115
750032070;750032062;PHARMACIE DE LA BUTTE;;;43;;RUE;CAULAINCOURT;;75;PARIS;75018;PARIS;146065097;146064759;2005-02-01;1942-12-31;2009-01-12;48.8897314, 2.3413901;48.8897314;2.3413901
750032666;750032641;PHARM DU CARREFOUR VERSIGNY;;;82;;RUE;DUHESME;;75;PARIS;75018;PARIS;146060747;146067018;1995-03-29;1943-06-30;2009-06-02;48.8933796, 2.3426898;48.8933796;2.3426898
750032484;750032476;PHARMACIE CUSTINE;;MME ISABELLE WEINSTEIN;62;;RUE;CUSTINE;;75;PARIS;75018;PARIS;146062057;146069132;2002-11-19;1942-12-30;2010-08-25;48.8898115, 2.3432205;48.8898115;2.3432205
750032922;750032914;PHARMACIE MATHIEU;;;23;;RUE;LETORT;;75;PARIS;75018;PARIS;146065759;142524706;1994-04-29;1943-05-11;2009-02-26;48.8966056, 2.3437547;48.8966056;2.3437547
750033771;750033763;PHARMACIE ANCIENNE RAMEY;;M ANDRE ZRIBI;2;;RUE;RAMEY;;75;PARIS;75018;PARIS;142570023;;1996-06-24;1943-06-10;2009-07-15;48.8895017, 2.3461608;48.8895017;2.3461608
750033532;750033524;GRANDE PHARMACIE PARIS ORNANO;;;5;;PL;ALBERT KAHN;ANCT 51 BD ORNANO;75;PARIS;75018;PARIS;146068556;146068556;2009-12-18;1942-12-31;2009-12-08;48.8959724, 2.3464176;48.8959724;2.3464176
750032633;750032625;PHARMACIE DOUDEAUVILLE;;;25;;RUE;DOUDEAUVILLE;;75;PARIS;75018;PARIS;146061970;146061970;2013-06-08;1942-12-31;2013-10-07;48.8883594, 2.3493799;48.8883594;2.3493799
750033284;750033276;PHARMACIE BICHAT;;;156;;BOULEVARD;NEY;;75;PARIS;75018;PARIS;142649621;146064895;1991-06-26;1943-05-15;2009-12-14;48.8982027, 2.3527857;48.8982027;2.3527857
750033250;750033243;SELARL PHARMACIE PORTE MONTMARTRE;;PHARMACIE SOUIED;142;;BOULEVARD;NEY;;75;PARIS;75018;PARIS;146062429;146064230;2012-06-04;1942-12-04;2012-09-03;48.8982027, 2.3527857;48.8982027;2.3527857
750032237;750032211;PHARMACIE DE LA CHAPELLE;;;17;;RUE;DE LA CHAPELLE;;75;PARIS;75018;PARIS;142090639;142090639;1991-04-12;1943-05-05;2010-08-25;48.8915013, 2.3596583;48.8915013;2.3596583
750035271;750035263;SARL PHARMACIE BOLIVAR 99;;PHARMACIE BOLIVAR 99;99;;AVENUE;SIMON BOLIVAR;;75;PARIS;75019;PARIS;140400570;140400570;2010-11-01;1942-12-30;2011-07-21;48.8774567, 2.3739296;48.8774567;2.3739296
750034555;750034530;PHARMACIE NGUYEN LE NGOC;;;246;;RUE;DE CRIMEE;;75;PARIS;75019;PARIS;140347308;140347308;2008-07-01;1970-09-18;2013-05-23;48.8881081, 2.3796243;48.8881081;2.3796243
750034936;750034910;PHARMACIE BENAMRAM;;;105;;RUE;MANIN;;75;PARIS;75019;PARIS;142065481;142062275;2011-11-01;1942-12-23;2013-04-04;48.8832859, 2.3876277;48.8832859;2.3876277
750035453;750035446;GRANDE PHARMACIE D AVRON;;;43;;RUE;D AVRON;;75;PARIS;75020;PARIS;143732351;143736007;1988-02-26;1942-12-03;2009-05-29;48.852041, 2.40159;48.852041;2.40159
750036253;750036246;PHARMACIE PRINCIPALE DE MENILMONTANT;SELARL PHARMACIE PRINCIPALE DE MENILMONTANT;;51;;RUE;DE MENILMONTANT;;75;PARIS;75020;PARIS;146366883;146361488;2008-11-01;1942-12-05;2008-10-20;48.8680251, 2.3867584;48.8680251;2.3867584
750035404;750035396;PHARMACIE DE LA PLACE METIVIER;;PHARMACIOE DE LA PLACE METIVIER;11;;PL;AUGUSTE METIVIER;;75;PARIS;75020;PARIS;146369217;146364780;2013-02-01;1942-12-05;2013-07-17;48.86326879, 2.38831133;48.86326878999999;2.3883113299999996
750036683;750036675;PHARMACIE CH GACHA THOUVENIN;;;361;;RUE;DES PYRENEES;;75;PARIS;75020;PARIS;146365910;143583421;1992-03-27;1944-12-05;2009-07-16;48.8726007, 2.3908658;48.8726007;2.3908658
750036873;750036865;PHARMACIE DE LA POSTE;;;28;;RUE;DU TELEGRAPHE;ESC  A;75;PARIS;75020;PARIS;146367303;146367009;2004-09-01;1943-06-30;2010-08-25;48.8731259, 2.3993036;48.8731259;2.3993036
750035982;750035974;PHARM HAIM;;;60;;AVENUE;GAMBETTA;;75;PARIS;75020;PARIS;143619791;143617631;1984-11-22;1942-12-05;2010-08-25;48.8684156, 2.4016849;48.8684156;2.4016849
750035750;750035743;PHARMACIE DU 82;;;82;;RUE;DE BELLEVILLE;;75;PARIS;75020;PARIS;146366904;146366904;2008-07-15;1943-05-27;2008-09-11;48.8759718, 2.4024224;48.8759718;2.4024224
750036857;750036840;PHARMACIE SAINT BLAISE;;;1;;RUE;STENDHAL;;75;PARIS;75020;PARIS;143714399;143717889;1996-07-29;1942-12-05;2009-07-16;48.8601531, 2.4034611;48.8601531;2.4034611
750036600;750036592;PHARMACIE DES GATINES;;;243;B;RUE;DES PYRENEES;;75;PARIS;75020;PARIS;146368601;146366594;2010-02-15;1943-05-27;2011-04-20;48.8514871, 2.4062808;48.8514871;2.4062808
750036667;750036642;PHARMACIE PYRENEES JOURDAIN;;;336;;RUE;DES PYRENEES;;75;PARIS;75020;PARIS;146366734;146367621;2001-12-27;1943-12-05;2009-07-16;48.8514871, 2.4062808;48.8514871;2.4062808
750036386;750036360;PHARMACIE HOUDARD;;;76;;BOULEVARD;MORTIER;;75;PARIS;75020;PARIS;140317545;140310752;2006-01-09;1973-01-08;2010-08-25;48.8693019, 2.4092077;48.8693019;2.4092077
750036451;750036444;PHARM DIDES ET SERRES;;;6;;PL;DE LA PORTE DE BAGNOLET;;75;PARIS;75020;PARIS;143614309;;1988-08-25;1942-12-07;2010-08-25;48.8643544, 2.409574;48.8643544;2.409574
750008815;750008807;PHARMACIE MARCIANO OHAYON;;;115;;RUE;SAINT HONORE;;75;PARIS;75001;PARIS;145081587;140399401;2013-07-08;1943-01-14;2013-08-02;48.8627109, 2.3373083;48.8627109;2.3373083
750008591;750008583;PHARMACIE DU LOUVRE;;;38;;RUE;DU LOUVRE;;75;PARIS;75001;PARIS;142360135;140289778;2007-06-01;1942-11-12;2010-08-25;48.8622106, 2.3416305;48.8622106;2.3416305
750009144;750009136;PHARMACIE DES GRANDS BOULEVARDS;;;178;;RUE;MONTMARTRE;;75;PARIS;75002;PARIS;142332396;140284112;2006-07-01;1942-10-29;2009-02-27;48.8711873, 2.3430728;48.8711873;2.3430728
750009060;750009052;PHARMACIE DE LA POSTE;;;44;;RUE;MONTMARTRE;;75;PARIS;75002;PARIS;142361219;147002064;1988-04-15;1943-07-23;2007-08-13;48.8649585, 2.3451508;48.8649585;2.3451508
750009193;750009185;PHARMACIE MONTORGUEIL;;;67;;RUE;MONTORGUEIL;;75;PARIS;75002;PARIS;142368100;142360005;1998-01-05;1942-11-10;2007-12-03;48.8660446, 2.3470265;48.8660446;2.3470265
750009326;750009300;PHARMACIE DU SENTIER RAKOVER EURL;;;247;;RUE;SAINT DENIS;;75;PARIS;75002;PARIS;142367192;;1999-11-24;1942-12-03;2009-02-27;48.8626681, 2.3495752;48.8626681;2.3495752
750008914;750008906;PHARMACIE DU GLOBE;;;19;;BOULEVARD;DE BONNE NOUVELLE;;75;PARIS;75002;PARIS;145085743;145081536;2007-05-01;1946-09-04;2010-08-25;48.8700666, 2.3501189;48.8700666;2.3501189
750009896;750009870;SELAS PHARMACIE METRO TEMPLE;;PHARMACIE METRO TEMPLE;85;;RUE;DE TURBIGO;;75;PARIS;75003;PARIS;142721239;142751075;2012-12-15;1942-12-03;2013-01-17;48.8666847, 2.3610452;48.8666847;2.3610452
750038218;750038168;LA PHIE DE LA PLACE DELA RÉPUBLIQUE;S.E.L.A.R.L. LA PHARMACIE DE LA PLACE DE LA REPUBLIQUE;;5;;PL;DE LA RÉPUBLIQUE;;75;PARIS;75003;PARIS;147001808;147001816;2012-01-15;2007-06-04;2012-04-04;48.8682643, 2.3625095;48.8682643;2.3625095
750009524;750009516;PHARMACIE DE BRETAGNE;;;10;;RUE;DE BRETAGNE;;75;PARIS;75003;PARIS;142784331;142784331;2008-05-01;1943-09-11;2009-07-03;48.8624682, 2.3635794;48.8624682;2.3635794
750009813;750009805;PHARM CAUSSIGNAC;;;17;;BOULEVARD;DU TEMPLE;;75;PARIS;75003;PARIS;142785405;;1999-11-29;1942-11-10;2009-02-27;48.8642141, 2.3657368;48.8642141;2.3657368
750010480;750010472;SELARL PHARMACIE DE LA TOUR;;PHARMACIE DE LA TOUR;18;;RUE;SAINT MARTIN;;75;PARIS;75004;PARIS;148877470;140279710;2010-10-01;1943-06-08;2011-07-21;48.8583244, 2.3499582;48.8583244;2.3499582
750009847;750009821;PHARM PHAYPRADITH;;;143;;RUE;DU TEMPLE;;75;PARIS;75003;PARIS;142784227;142784227;1991-04-26;1942-11-12;2010-08-25;48.8638, 2.3585657;48.8638;2.3585657
750009912;750009904;PHARM MEYER POINSOT;;;37;;RUE;DE TURENNE;;75;PARIS;75003;PARIS;148879760;148879760;1989-12-29;1943-05-15;2010-08-25;48.8621134, 2.3645511;48.8621134;2.3645511
750010597;750010571;PHARMACIE DU VILLAGE;;;26;;RUE;DU TEMPLE;;75;PARIS;75004;PARIS;142726071;142747243;2003-01-21;1943-06-30;2010-08-25;48.8573751, 2.3524425;48.8573751;2.3524425
750010175;750010167;SELARL PHARMACIE CENTRALE ILE ST LOUIS;SELARL PHARMACIE CENTRALE DE L ILE SAINT LOUIS;;14;;RUE;DES DEUX PONTS;;75;PARIS;75004;PARIS;143544528;143548485;2011-04-11;1942-11-10;2011-10-24;48.8519511, 2.3567388;48.8519511;2.3567388
750010365;750010357;PHARM BATTINO BORGEL;;;21;;RUE;SAINT ANTOINE;;75;PARIS;75004;PARIS;142720475;142727117;1997-02-27;1942-11-08;2010-08-25;48.8535523, 2.3657926;48.8535523;2.3657926
750012155;750012130;SELARL PHARMACIE DE LA SORBONNE;;PHARMACIE DE LA SORBONNE;49;;RUE;DES ECOLES;4 R DE LA SORBONNE;75;PARIS;75005;PARIS;143542610;143547698;2012-10-01;1943-05-11;2012-10-19;48.8499214, 2.3434061;48.8499214;2.3434061
750011041;750011033;PHARMACIE DU JARDIN DES PLANTES;;;28;;BOULEVARD;DE L HOPITAL;;75;PARIS;75005;PARIS;143315064;143316576;1998-06-23;1942-11-08;2007-08-30;48.8411238, 2.36264996;48.84112380000001;2.362649960000001
750013377;750013351;PHARMACIE DE SEVRES;;;119;;RUE;DE SEVRES;;75;PARIS;75006;PARIS;147343664;142733074;2004-12-20;1943-05-24;2009-07-03;48.8477609, 2.3193475;48.8477609;2.3193475
750012924;750012916;PHARMACIE STANISLAS;;;7;;RUE;NOTRE DAME DES CHAMPS;ANGLE 44 RUE DE FLEURUS;75;PARIS;75006;PARIS;145488641;145481169;2005-03-15;1943-04-29;2009-06-17;48.8465829, 2.3273297;48.8465829;2.3273297
750012296;750012270;PHARMACIE SAINT GERMAIN DES PRES;;;45;;RUE;BONAPARTE;;75;PARIS;75006;PARIS;143265292;140460469;2008-06-19;1943-04-16;2010-08-25;48.8502584, 2.3326961;48.8502584;2.3326961
750014326;750014300;SELAS PHARMACIE ZANA;;PHARMACIE ZANA;57;;AVENUE;DE SUFFREN;;75;PARIS;75007;PARIS;147345007;140560528;2012-12-17;1942-10-30;2013-01-17;48.8527897, 2.2985976;48.8527897;2.2985976
750013930;750013922;PHARM CATHERINE BONNEL;;;23;;AVENUE;DE LA MOTTE PICQUET;;75;PARIS;75007;PARIS;147054061;147052732;2005-10-01;1942-10-30;2009-07-03;48.8554742, 2.3076275;48.8554742;2.3076275
750013963;750013955;PHARM MONTEUX;;;1;;RUE;LAS CASES;;75;PARIS;75007;PARIS;145517844;145517844;2005-03-07;1942-11-11;2009-07-03;48.8577926, 2.3222189;48.8577926;2.3222189
750013542;750013534;PHARMACIE DE VARENNE;;;87;;RUE;DU BAC;32 RUE DE VARENNE;75;PARIS;75007;PARIS;145488077;145488077;1995-09-01;1942-12-21;2009-07-03;48.8541359, 2.3239882;48.8541359;2.3239882
750013526;750013500;PHARMACIE BAC SAINT GERMAIN;;;70;;RUE;DU BAC;;75;PARIS;75007;PARIS;145489974;145483938;2006-01-16;1943-05-15;2009-02-23;48.8555391, 2.3250515;48.8555391;2.3250515
750014961;750014953;PHARMACIE DEVOT;;;2;;AVENUE;DE FRIEDLAND;;75;PARIS;75008;PARIS;145611780;143493938;1987-09-11;1942-10-30;2010-08-25;48.8744643, 2.3016664;48.8744643;2.3016664
750020562;750020554;PHARMACIE VOLTAIRE NATION;;;264;;BOULEVARD;VOLTAIRE;;75;PARIS;75011;PARIS;143735173;143730994;2013-07-01;1943-05-15;2013-10-07;48.8575917, 2.3805149;48.8575917;2.3805149
750018665;750018657;PHARM SPORTES;;;127;;RUE;DE CHARONNE;;75;PARIS;75011;PARIS;140242850;140242861;1999-10-08;1942-11-12;2010-08-25;48.8540017, 2.3823379;48.8540017;2.3823379
750021503;750021495;PHARMACIE 58;;;58;;AVENUE;DU GAL MICHEL BIZOT;;75;PARIS;75012;PARIS;143077539;144747761;2008-04-01;1942-12-10;2009-07-09;48.83522093, 2.40152925;48.83522093;2.4015292500000003
750022816;750022790;PHARMACIE DE LA PORTE D ITALIE;;;3;;RUE;FERNAND WIDAL;;75;PARIS;75013;PARIS;145854448;145854620;2004-07-01;1943-11-02;2009-02-13;48.8188675, 2.36087099;48.8188675;2.3608709900000004
750024903;750024895;SELAS PHARMAWIN;;;89;;RUE;RAYMOND LOSSERAND;;75;PARIS;75014;PARIS;145426250;145426250;2012-03-18;1942-11-08;2012-04-04;48.8314253, 2.3133237;48.8314253;2.3133237
750023772;750023764;PHARMACIE PLAISANCE;;;203;;RUE;D ALESIA;;75;PARIS;75014;PARIS;145431554;145434092;1999-08-18;1942-12-04;2009-05-14;48.83168578, 2.31471956;48.831685779999994;2.3147195599999995
750024184;750024176;SARL PEN AR C'HRA;;PHARMACIE MILLET;95;;RUE;DIDOT;;75;PARIS;75014;PARIS;145422057;145427126;2010-07-19;1943-04-28;2011-07-21;48.8286433, 2.3165619;48.8286433;2.3165619
750023970;750023962;SELURL PHARMACIE KHUN;;;24;;PL;DE CATALOGNE;;75;PARIS;75014;PARIS;143223353;142798896;2012-04-02;1942-11-08;2012-04-04;48.8375692, 2.319428;48.8375692;2.319428
750023822;750023814;SARL PHARMACIE DES PLANTES;;PHARMACIE DES PLANTES;24;;RUE;DES PLANTES;1 R BENARD;75;PARIS;75014;PARIS;145430338;145439250;2010-08-30;1942-11-08;2011-07-21;48.8275941, 2.32099;48.8275941;2.32099
750024671;750024663;PHARMACIE MOUTON DUVERNET;;;21;;RUE;MOUTON DUVERNET;;75;PARIS;75014;PARIS;145430201;145430531;2007-07-01;1943-05-11;2010-08-25;48.8319969, 2.3274891;48.8319969;2.3274891
750023657;750023640;PHARMACIE CHOUVIN;;MME ASSAGUEDE TEREFEWORK CHOUVIN;65;;RUE;D ALESIA;;75;PARIS;75014;PARIS;143229361;143229361;2002-06-18;1942-10-30;2009-06-02;48.82782876, 2.3296608;48.82782876000001;2.3296608
750025033;750025025;PHARM COTY ISSOIRE;;;15;;AVENUE;RENE COTY;;75;PARIS;75014;PARIS;143275019;140470762;2013-09-01;1943-05-27;2013-10-07;48.8304019, 2.3341115;48.8304019;2.3341115
750025116;750025090;PHARM  DES ECOLES;;;40;;AVENUE;RENE COTY;10 RUE D ALESIA;75;PARIS;75014;PARIS;143277514;143273345;1987-03-27;1943-05-24;2007-07-09;48.8273407, 2.3348741;48.8273407;2.3348741
750026916;750026890;PHARMACIE MIRABEAU;;;7;;RPT;DU PONT MIRABEAU;;75;PARIS;75015;PARIS;145778523;145758652;1985-08-19;1942-11-10;2009-07-13;48.8457481, 2.27706889;48.8457481;2.27706889
750026106;750026080;SELARL ELFERSI;;PHARMACIE LOURMEL;105;;AVENUE;FELIX FAURE;;75;PARIS;75015;PARIS;145574545;145570510;2011-07-19;1975-11-20;2011-07-21;48.8389689, 2.2828942;48.8389689;2.2828942
750027054;750027047;SARL PHARMACIE DU THEATRE ANPKL;;;42;;RUE;DU THEATRE;;75;PARIS;75015;PARIS;145771565;145771265;2012-01-09;1942-11-11;2012-04-04;48.8488575, 2.2880307;48.8488575;2.2880307
